theta           phi             x                y                z                Bx               By               Bz
1.21610038E+00  7.91582401E-01  +7.22204365E+00  +7.31192631E+00  -4.98960769E-01  -2.41905325E-01  +2.28087274E-01  +2.03170096E-02
1.21610038E+00  8.41056301E-01  +6.85245985E+00  +7.66109230E+00  -4.61626782E-01  -2.49447314E-01  +2.20510888E-01  +2.01670323E-02
1.21610038E+00  8.90530201E-01  +6.47160150E+00  +7.99850266E+00  -4.25786003E-01  -2.56711186E-01  +2.12232975E-01  +1.85681392E-02
1.21610038E+00  9.40004101E-01  +6.07896739E+00  +8.32360343E+00  -3.93594392E-01  -2.63853429E-01  +2.02986508E-01  +1.56432150E-02
1.21610038E+00  9.89478001E-01  +5.67385123E+00  +8.63528527E+00  -3.66973436E-01  -2.70913207E-01  +1.92496460E-01  +1.16064519E-02
1.21610038E+00  1.03895190E+00  +5.25550502E+00  +8.93189845E+00  -3.47503851E-01  -2.77833750E-01  +1.80539460E-01  +6.74693696E-03
1.21610038E+00  1.08842580E+00  +4.82329886E+00  +9.21131526E+00  -3.36336817E-01  -2.84525901E-01  +1.66999865E-01  +1.40400923E-03
1.21610038E+00  1.13789970E+00  +4.37686596E+00  +9.47103846E+00  -3.34124355E-01  -2.90916542E-01  +1.51881705E-01  -4.06590032E-03
1.21610038E+00  1.18737360E+00  +3.91622226E+00  +9.70835201E+00  -3.40976142E-01  -2.96940711E-01  +1.35276784E-01  -9.32126378E-03
1.21610038E+00  1.23684750E+00  +3.44184796E+00  +9.92050034E+00  -3.56454410E-01  -3.02497364E-01  +1.17328248E-01  -1.40574249E-02
1.21610038E+00  1.28632140E+00  +2.95472007E+00  +1.01048701E+01  -3.79613117E-01  -3.07429877E-01  +9.82215780E-02  -1.80191484E-02
1.21610038E+00  1.33579530E+00  +2.45629419E+00  +1.02591474E+01  -4.09072756E-01  -3.11566176E-01  +7.81940115E-02  -2.10085784E-02
1.21610038E+00  1.38526920E+00  +1.94844514E+00  +1.03814378E+01  -4.43110069E-01  -3.14788287E-01  +5.75313425E-02  -2.28889594E-02
1.21610038E+00  1.43474310E+00  +1.43338089E+00  +1.04703565E+01  -4.79745130E-01  -3.17069085E-01  +3.65413280E-02  -2.35816929E-02
1.21610038E+00  1.48421700E+00  +9.13540164E-01  +1.05251039E+01  -5.16825062E-01  -3.18447890E-01  +1.55249360E-02  -2.30594058E-02
1.21610038E+00  1.53369090E+00  +3.91476113E-01  +1.05455316E+01  -5.52119140E-01  -3.18975862E-01  -5.23079412E-03  -2.13431305E-02
1.21610038E+00  1.58316480E+00  -1.30273700E-01  +1.05321841E+01  -5.83440423E-01  -3.18685108E-01  -2.54417332E-02  -1.85079809E-02
1.21610038E+00  1.63263870E+00  -6.49325293E-01  +1.04862936E+01  -6.08794151E-01  -3.17606340E-01  -4.48236992E-02  -1.46913243E-02
1.21610038E+00  1.68211260E+00  -1.16358002E+00  +1.04097083E+01  -6.26534589E-01  -3.15812487E-01  -6.31166776E-02  -1.00924195E-02
1.21610038E+00  1.73158650E+00  -1.67133142E+00  +1.03047546E+01  -6.35502202E-01  -3.13442457E-01  -8.01270625E-02  -4.96000961E-03
1.21610038E+00  1.78106040E+00  -2.17133139E+00  +1.01740527E+01  -6.35116729E-01  -3.10676486E-01  -9.57594633E-02  +4.23442884E-04
1.21610038E+00  1.83053430E+00  -2.66280749E+00  +1.00203113E+01  -6.25414742E-01  -3.07673723E-01  -1.10018217E-01  +5.75044530E-03
1.21610038E+00  1.88000820E+00  -3.14543075E+00  +9.84612549E+00  -6.07034297E-01  -3.04511013E-01  -1.22984399E-01  +1.06917730E-02
1.21610038E+00  1.92948210E+00  -3.61923818E+00  +9.65379455E+00  -5.81157291E-01  -3.01160676E-01  -1.34791602E-01  +1.49083160E-02
1.21610038E+00  1.97895600E+00  -4.08451688E+00  +9.44517121E+00  -5.49420739E-01  -2.97517733E-01  -1.45618959E-01  +1.80825883E-02
1.21610038E+00  2.02842990E+00  -4.54165996E+00  +9.22155273E+00  -5.13805243E-01  -2.93450798E-01  -1.55698298E-01  +1.99636103E-02
1.21610038E+00  2.07790380E+00  -4.99100825E+00  +8.98362501E+00  -4.76507085E-01  -2.88832705E-01  -1.65312763E-01  +2.04043758E-02
1.21610038E+00  2.12737770E+00  -5.43269564E+00  +8.73146724E+00  -4.39801146E-01  -2.83527066E-01  -1.74765487E-01  +1.93759009E-02
1.21610038E+00  2.17685160E+00  -5.86651582E+00  +8.46461758E+00  -4.05903589E-01  -2.77352154E-01  -1.84320715E-01  +1.69604776E-02
1.21610038E+00  2.22632550E+00  -6.29182484E+00  +8.18219007E+00  -3.76843425E-01  -2.70070910E-01  -1.94147073E-01  +1.33375184E-02
1.21610038E+00  2.27579940E+00  -6.70748670E+00  +7.88302599E+00  -3.54349313E-01  -2.61435944E-01  -2.04298959E-01  +8.76851792E-03
1.21610038E+00  2.32527330E+00  -7.11186468E+00  +7.56586212E+00  -3.39753760E-01  -2.51265998E-01  -2.14746665E-01  +3.57635340E-03
1.21610038E+00  2.37474720E+00  -7.50286005E+00  +7.22950338E+00  -3.33915359E-01  -2.39495925E-01  -2.25425103E-01  -1.88520135E-03
1.21610038E+00  2.42422110E+00  -7.87799970E+00  +6.87298915E+00  -3.37163725E-01  -2.26164856E-01  -2.36254526E-01  -7.26536459E-03
1.21610038E+00  2.47369500E+00  -8.23456781E+00  +6.49573948E+00  -3.49277836E-01  -2.11366969E-01  -2.47118642E-01  -1.22428134E-02
1.21610038E+00  2.52316890E+00  -8.56976481E+00  +6.09766249E+00  -3.69507591E-01  -1.95219860E-01  -2.57836419E-01  -1.65414101E-02
1.21610038E+00  2.57264280E+00  -8.88086816E+00  +5.67920821E+00  -3.96636427E-01  -1.77874806E-01  -2.68175797E-01  -1.99396013E-02
1.21610038E+00  2.62211670E+00  -9.16537464E+00  +5.24136789E+00  -4.29067754E-01  -1.59541655E-01  -2.77913886E-01  -2.22761462E-02
1.21610038E+00  2.67159060E+00  -9.42111957E+00  +4.78563176E+00  -4.64914295E-01  -1.40488846E-01  -2.86896328E-01  -2.34499444E-02
1.21610038E+00  2.72106450E+00  -9.64638265E+00  +4.31392187E+00  -5.02082000E-01  -1.21013255E-01  -2.95046468E-01  -2.34138914E-02
1.21610038E+00  2.77053840E+00  -9.83998896E+00  +3.82850854E+00  -5.38358388E-01  -1.01408680E-01  -3.02324069E-01  -2.21694347E-02
1.21610038E+00  2.82001230E+00  -1.00013992E+01  +3.33190842E+00  -5.71522467E-01  -8.19575109E-02  -3.08679753E-01  -1.97689663E-02
1.21610038E+00  2.86948620E+00  -1.01307673E+01  +2.82676020E+00  -5.99483670E-01  -6.29393877E-02  -3.14050549E-01  -1.63243024E-02
1.21610038E+00  2.91896010E+00  -1.02289408E+01  +2.31568130E+00  -6.20438443E-01  -4.46309574E-02  -3.18400275E-01  -1.20108400E-02
1.21610038E+00  2.96843400E+00  -1.02973903E+01  +1.80111983E+00  -6.33018710E-01  -2.72812201E-02  -3.21766378E-01  -7.05952485E-03
1.21610038E+00  3.01790790E+00  -1.03380752E+01  +1.28522268E+00  -6.36404811E-01  -1.10726641E-02  -3.24268070E-01  -1.74090735E-03
1.21610038E+00  3.06738180E+00  -1.03532644E+01  +7.69738119E-01  -6.30385653E-01  +3.90823199E-03  -3.26062314E-01  +3.64706041E-03
1.21610038E+00  3.11685570E+00  -1.03453370E+01  +2.55964295E-01  -6.15363519E-01  +1.76770175E-02  -3.27275329E-01  +8.78327348E-03
1.21610038E+00  3.16632960E+00  -1.03165812E+01  -2.55252819E-01  -5.92311898E-01  +3.03385270E-02  -3.27955295E-01  +1.33299801E-02
1.21610038E+00  3.21580350E+00  -1.02690066E+01  -7.63473769E-01  -5.62698014E-01  +4.20700488E-02  -3.28075929E-01  +1.69560301E-02
1.21610038E+00  3.26527740E+00  -1.02041818E+01  -1.26857715E+00  -5.28379610E-01  +5.31102460E-02  -3.27581687E-01  +1.93784154E-02
1.21610038E+00  3.31475130E+00  -1.01231123E+01  -1.77063681E+00  -4.91482814E-01  +6.37506913E-02  -3.26430889E-01  +2.04053862E-02
1.21610038E+00  3.36422520E+00  -1.00261722E+01  -2.26977748E+00  -4.54267749E-01  +7.43174809E-02  -3.24594225E-01  +1.99606654E-02
1.21610038E+00  3.41369910E+00  -9.91309968E+00  -2.76602500E+00  -4.18990158E-01  +8.51335421E-02  -3.22008563E-01  +1.80836067E-02
1.21610038E+00  3.46317300E+00  -9.78305567E+00  -3.25916853E+00  -3.87768444E-01  +9.64675031E-02  -3.18532848E-01  +1.49165135E-02
1.21610038E+00  3.51264690E+00  -9.63473414E+00  -3.74864871E+00  -3.62463883E-01  +1.08491293E-01  -3.13958164E-01  +1.06900404E-02
1.21610038E+00  3.56212080E+00  -9.46650929E+00  -4.23348140E+00  -3.44577821E-01  +1.21269961E-01  -3.08077987E-01  +5.70564168E-03
1.21610038E+00  3.61159470E+00  -9.27660521E+00  -4.71222302E+00  -3.35166478E-01  +1.34785517E-01  -3.00766861E-01  +3.08867879E-04
1.21610038E+00  3.66106860E+00  -9.06327881E+00  -5.18298274E+00  -3.34775816E-01  +1.48967480E-01  -2.92004439E-01  -5.14451674E-03
1.21610038E+00  3.71054250E+00  -8.82500418E+00  -5.64348387E+00  -3.43405024E-01  +1.63699096E-01  -2.81834871E-01  -1.03189706E-02
1.21610038E+00  3.76001640E+00  -8.56063820E+00  -6.09116861E+00  -3.60510174E-01  +1.78800472E-01  -2.70314538E-01  -1.49189224E-02
1.21610038E+00  3.80949030E+00  -8.26954353E+00  -6.52332965E+00  -3.85051739E-01  +1.94023723E-01  -2.57504431E-01  -1.87000766E-02
1.21610038E+00  3.85896420E+00  -7.95165457E+00  -6.93724773E+00  -4.15574194E-01  +2.09088246E-01  -2.43507273E-01  -2.14766896E-02
1.21610038E+00  3.90843810E+00  -7.60749058E+00  -7.33032184E+00  -4.50296206E-01  +2.23740375E-01  -2.28500719E-01  -2.31240897E-02
1.21610038E+00  3.95791200E+00  -7.23813366E+00  -7.70019169E+00  -4.87196468E-01  +2.37790720E-01  -2.12728160E-01  -2.35744730E-02
1.21610038E+00  4.00738590E+00  -6.84518692E+00  -8.04485924E+00  -5.24098234E-01  +2.51101404E-01  -1.96457663E-01  -2.28101046E-02
1.21610038E+00  4.05685980E+00  -6.43071497E+00  -8.36280945E+00  -5.58768825E-01  +2.63543758E-01  -1.79948520E-01  -2.08621474E-02
1.21610038E+00  4.10633370E+00  -5.99715721E+00  -8.65311608E+00  -5.89047229E-01  +2.74973928E-01  -1.63448061E-01  -1.78176371E-02
1.21610038E+00  4.15580760E+00  -5.54720561E+00  -8.91550850E+00  -6.12996154E-01  +2.85254878E-01  -1.47205525E-01  -1.38267679E-02
1.21610038E+00  4.20528150E+00  -5.08365069E+00  -9.15037787E+00  -6.29057254E-01  +2.94308776E-01  -1.31473654E-01  -9.09998035E-03
1.21610038E+00  4.25475540E+00  -4.60921322E+00  -9.35871535E+00  -6.36181114E-01  +3.02154330E-01  -1.16483190E-01  -3.89390033E-03
1.21610038E+00  4.30422930E+00  -4.12638607E+00  -9.54199090E+00  -6.33909640E-01  +3.08894665E-01  -1.02401183E-01  +1.50360869E-03
1.21610038E+00  4.35370320E+00  -3.63730707E+00  -9.70199070E+00  -6.22402457E-01  +3.14661417E-01  -8.92961553E-02  +6.78041039E-03
1.21610038E+00  4.40317711E+00  -3.14367567E+00  -9.84063157E+00  -6.02412141E-01  +3.19554666E-01  -7.71257132E-02  +1.16038033E-02
1.21610038E+00  4.45265101E+00  -2.64671850E+00  -9.95976746E+00  -5.75219542E-01  +3.23620488E-01  -6.57470672E-02  +1.56358320E-02
1.21610038E+00  4.50212491E+00  -2.14720419E+00  -1.00610016E+01  -5.42539928E-01  +3.26877481E-01  -5.49401424E-02  +1.85686217E-02
1.21610038E+00  4.55159881E+00  -1.64550497E+00  -1.01455191E+01  -5.06407677E-01  +3.29361927E-01  -4.44309974E-02  +2.01696128E-02
1.21610038E+00  4.60107271E+00  -1.14169935E+00  -1.02139578E+01  -4.69045906E-01  +3.31142302E-01  -3.39099795E-02  +2.03151037E-02
1.21610038E+00  4.65054661E+00  -6.35705027E-01  -1.02663329E+01  -4.32728573E-01  +3.32279842E-01  -2.30500741E-02  +1.89993381E-02
1.21610038E+00  4.70002051E+00  -1.27426830E-01  -1.03020245E+01  -3.99644264E-01  +3.32764190E-01  -1.15361120E-02  +1.63251992E-02
1.21610038E+00  4.74949441E+00  +3.83097391E-01  -1.03198267E+01  -3.71770426E-01  +3.32483192E-01  +8.93368897E-04  +1.24897879E-02
1.21610038E+00  4.79896831E+00  +8.95568388E-01  -1.03180470E+01  -3.50763591E-01  +3.31262357E-01  +1.44070506E-02  +7.76884162E-03
1.21610038E+00  4.84844221E+00  +1.40932607E+00  -1.02946443E+01  -3.37867090E-01  +3.28948322E-01  +2.90664225E-02  +2.49412411E-03
1.21610038E+00  4.89791611E+00  +1.92328753E+00  -1.02473965E+01  -3.33837236E-01  +3.25467499E-01  +4.48406789E-02  -2.97857975E-03
1.21610038E+00  4.94739001E+00  +2.43592940E+00  -1.01740902E+01  -3.38893963E-01  +3.20814242E-01  +6.16296941E-02  -8.30262925E-03
1.21610038E+00  4.99686391E+00  +2.94531797E+00  -1.00727158E+01  -3.52707256E-01  +3.14994381E-01  +7.92712983E-02  -1.31647649E-02
1.21610038E+00  5.04633781E+00  +3.44918247E+00  -9.94164074E+00  -3.74427631E-01  +3.07992816E-01  +9.75364687E-02  -1.72991297E-02
1.21610038E+00  5.09581171E+00  +3.94501813E+00  -9.77973725E+00  -4.02755245E-01  +2.99801418E-01  +1.16139513E-01  -2.04959169E-02
1.21610038E+00  5.14528561E+00  +4.43020348E+00  -9.58645478E+00  -4.36028400E-01  +2.90475300E-01  +1.34777323E-01  -2.26061612E-02
1.21610038E+00  5.19475951E+00  +4.90212229E+00  -9.36184864E+00  -4.72311848E-01  +2.80157790E-01  +1.53175745E-01  -2.35401614E-02
1.21610038E+00  5.24423341E+00  +5.35828969E+00  -9.10658427E+00  -5.09480329E-01  +2.69051893E-01  +1.71106810E-01  -2.32607759E-02
1.21610038E+00  5.29370731E+00  +5.79648411E+00  -8.82192567E+00  -5.45309933E-01  +2.57370226E-01  +1.88367502E-01  -2.17791552E-02
1.21610038E+00  5.34318121E+00  +6.21487900E+00  -8.50969989E+00  -5.77593789E-01  +2.45308738E-01  +2.04749391E-01  -1.91588603E-02
1.21610038E+00  5.39265511E+00  +6.61215741E+00  -8.17222116E+00  -6.04286041E-01  +2.33057457E-01  +2.20038046E-01  -1.55244307E-02
1.21610038E+00  5.44212901E+00  +6.98758679E+00  -7.81216506E+00  -6.23659133E-01  +2.20823527E-01  +2.34052681E-01  -1.10634145E-02
1.21610038E+00  5.49160291E+00  +7.34103693E+00  -7.43240054E+00  -6.34447170E-01  +2.08832453E-01  +2.46697329E-01  -6.01600042E-03
1.21610038E+00  5.54107681E+00  +7.67293658E+00  -7.03580220E+00  -6.35949215E-01  +1.97295106E-01  +2.57981549E-01  -6.58907580E-04
1.21610038E+00  5.59055071E+00  +7.98417611E+00  -6.62506977E+00  -6.28078136E-01  +1.86356553E-01  +2.67993100E-01  +4.70509460E-03
1.21610038E+00  5.64002461E+00  +8.27596929E+00  -6.20257621E+00  -6.11355124E-01  +1.76055071E-01  +2.76843836E-01  +9.75068891E-03
1.21610038E+00  5.68949851E+00  +8.54968750E+00  -5.77025672E+00  -5.86859552E-01  +1.66311501E-01  +2.84629904E-01  +1.41388928E-02
1.21610038E+00  5.73897241E+00  +8.80667877E+00  -5.32954500E+00  -5.56145699E-01  +1.56950516E-01  +2.91433635E-01  +1.75444806E-02
1.21610038E+00  5.78844631E+00  +9.04808558E+00  -4.88135964E+00  -5.21135250E-01  +1.47737370E-01  +2.97357313E-01  +1.96996102E-02
1.21610038E+00  5.83792021E+00  +9.27467843E+00  -4.42614178E+00  -4.83992145E-01  +1.38407027E-01  +3.02547389E-01  +2.04345198E-02
1.21610038E+00  5.88739411E+00  +9.48672438E+00  -3.96394109E+00  -4.46986660E-01  +1.28674672E-01  +3.07171772E-01  +1.96966757E-02
1.21610038E+00  5.93686801E+00  +9.68390641E+00  -3.49454100E+00  -4.12357379E-01  +1.18239566E-01  +3.11354603E-01  +1.75471894E-02
1.21610038E+00  5.98634191E+00  +9.86530152E+00  -3.01760791E+00  -3.82180342E-01  +1.06805221E-01  +3.15116386E-01  +1.41472056E-02
1.21610038E+00  6.03581581E+00  +1.00294153E+01  -2.53284648E+00  -3.58252503E-01  +9.41236217E-02  +3.18371124E-01  +9.74316696E-03
1.21610038E+00  6.08528971E+00  +1.01742651E+01  -2.04014459E+00  -3.41992424E-01  +8.00427633E-02  +3.20987495E-01  +4.64782051E-03
1.21610038E+00  6.13476361E+00  +1.02975047E+01  -1.53969579E+00  -3.34358734E-01  +6.45262097E-02  +3.22863485E-01  -7.88467802E-04
1.21610038E+00  6.18423751E+00  +1.03965870E+01  -1.03208989E+00  -3.35789829E-01  +4.76363821E-02  +3.23950278E-01  -6.21184433E-03
1.21610038E+00  6.23371141E+00  +1.04689525E+01  -5.18362906E-01  -3.46174544E-01  +2.95060089E-02  +3.24213134E-01  -1.12935321E-02
1.21610038E+00  6.28318531E+00  +1.05122243E+01  -2.57475237E-15  -3.64864730E-01  +1.03251442E-02  +3.23583245E-01  -1.57474787E-02
1.41878378E+00  0.00000000E+00  +1.03924683E+01  +0.00000000E+00  -3.86588201E-01  +1.22105276E-02  +3.28296252E-01  -1.11557165E-02
1.41878378E+00  4.94739001E-02  +1.04062405E+01  +5.15257766E-01  -4.06455308E-01  -7.27912259E-03  +3.26810942E-01  -1.51544186E-02
1.41878378E+00  9.89478001E-02  +1.03888615E+01  +1.03132297E+00  -4.32571935E-01  -2.74293820E-02  +3.24296518E-01  -1.82606328E-02
1.41878378E+00  1.48421700E-01  +1.03391815E+01  +1.54592736E+00  -4.63413781E-01  -4.79482265E-02  +3.20704306E-01  -2.03261341E-02
1.41878378E+00  1.97895600E-01  +1.02565823E+01  +2.05665085E+00  -4.97203083E-01  -6.85237207E-02  +3.16037345E-01  -2.12593951E-02
1.41878378E+00  2.47369500E-01  +1.01410141E+01  +2.56102984E+00  -5.31987554E-01  -8.88586288E-02  +3.10386012E-01  -2.10230197E-02
1.41878378E+00  2.96843400E-01  +9.99302034E+00  +3.05667466E+00  -5.65722585E-01  -1.08693783E-01  +3.03912100E-01  -1.96289079E-02
1.41878378E+00  3.46317300E-01  +9.81374306E+00  +3.54139394E+00  -5.96367642E-01  -1.27803045E-01  +2.96798796E-01  -1.71368546E-02
1.41878378E+00  3.95791200E-01  +9.60489329E+00  +4.01331689E+00  -6.22004698E-01  -1.45972293E-01  +2.89210244E-01  -1.36603541E-02
1.41878378E+00  4.45265101E-01  +9.36867054E+00  +4.47099750E+00  -6.40974786E-01  -1.62992769E-01  +2.81287515E-01  -9.37445868E-03
1.41878378E+00  4.94739001E-01  +9.10762748E+00  +4.91348195E+00  -6.52014901E-01  -1.78686561E-01  +2.73171370E-01  -4.51467577E-03
1.41878378E+00  5.44212901E-01  +8.82449277E+00  +5.34032551E+00  -6.54370167E-01  -1.92951270E-01  +2.65019641E-01  +6.38211095E-04
1.41878378E+00  5.93686801E-01  +8.52197767E+00  +5.75155512E+00  -6.47860198E-01  -2.05790918E-01  +2.56993318E-01  +5.78012575E-03
1.41878378E+00  6.43160701E-01  +8.20259398E+00  +6.14758374E+00  -6.32891164E-01  -2.17308553E-01  +2.49211114E-01  +1.06008188E-02
1.41878378E+00  6.92634601E-01  +7.86850414E+00  +6.52908806E+00  -6.10418310E-01  -2.27664571E-01  +2.41697061E-01  +1.47935413E-02
1.41878378E+00  7.42108501E-01  +7.52141467E+00  +6.89686214E+00  -5.81870858E-01  -2.37029875E-01  +2.34353258E-01  +1.80668802E-02
1.41878378E+00  7.91582401E-01  +7.16251640E+00  +7.25165822E+00  -5.49050946E-01  -2.45564890E-01  +2.26975965E-01  +2.01695842E-02
1.41878378E+00  8.41056301E-01  +6.79247286E+00  +7.59402649E+00  -5.14014197E-01  -2.53431293E-01  +2.19305346E-01  +2.09265978E-02
1.41878378E+00  8.90530201E-01  +6.41145781E+00  +7.92416876E+00  -4.78936992E-01  -2.60811334E-01  +2.11076348E-01  +2.02702610E-02
1.41878378E+00  9.40004101E-01  +6.01924127E+00  +8.24182367E+00  -4.45977051E-01  -2.67898708E-01  +2.02041594E-01  +1.82505940E-02
1.41878378E+00  9.89478001E-01  +5.61531686E+00  +8.54619921E+00  -4.17137393E-01  -2.74849177E-01  +1.91967164E-01  +1.50233366E-02
1.41878378E+00  1.03895190E+00  +5.19905590E+00  +8.83596136E+00  -3.94144698E-01  -2.81720294E-01  +1.80630574E-01  +1.08271285E-02
1.41878378E+00  1.08842580E+00  +4.76987014E+00  +9.10927954E+00  -3.78349833E-01  -2.88450144E-01  +1.67846735E-01  +5.95950971E-03
1.41878378E+00  1.13789970E+00  +4.32736519E+00  +9.36392445E+00  -3.70653981E-01  -2.94899465E-01  +1.53513747E-01  +7.52182849E-04
1.41878378E+00  1.18737360E+00  +3.87146877E+00  +9.59740770E+00  -3.71462603E-01  -3.00925263E-01  +1.37642202E-01  -4.45676570E-03
1.41878378E+00  1.23684750E+00  +3.40252057E+00  +9.80714628E+00  -3.80670870E-01  -3.06422700E-01  +1.20343390E-01  -9.35021945E-03
1.41878378E+00  1.28632140E+00  +2.92131526E+00  +9.99062876E+00  -3.97683519E-01  -3.11306374E-01  +1.01792112E-01  -1.36518373E-02
1.41878378E+00  1.33579530E+00  +2.42909916E+00  +1.01455625E+01  -4.21466359E-01  -3.15468254E-01  +8.22002978E-02  -1.71360048E-02
1.41878378E+00  1.38526920E+00  +1.92752834E+00  +1.02699918E+01  -4.50619042E-01  -3.18772031E-01  +6.18150545E-02  -1.96319361E-02
1.41878378E+00  1.43474310E+00  +1.41860017E+00  +1.03623884E+01  -4.83455622E-01  -3.21099594E-01  +4.09216079E-02  -2.10255088E-02
1.41878378E+00  1.48421700E+00  +9.04567273E-01  +1.04217252E+01  -5.18084162E-01  -3.22407678E-01  +1.98288958E-02  -2.12582205E-02
1.41878378E+00  1.53369090E+00  +3.87838400E-01  +1.04475394E+01  -5.52486462E-01  -3.22742628E-01  -1.15840378E-03  -2.03227628E-02
1.41878378E+00  1.58316480E+00  -1.29133268E-01  +1.04399841E+01  -5.84607450E-01  -3.22203294E-01  -2.17588659E-02  -1.82594759E-02
1.41878378E+00  1.63263870E+00  -6.43972859E-01  +1.03998544E+01  -6.12464464E-01  -3.20888648E-01  -4.17125330E-02  -1.51593172E-02
1.41878378E+00  1.68211260E+00  -1.15451010E+00  +1.03285663E+01  -6.34277971E-01  -3.18874344E-01  -6.07718040E-02  -1.11721090E-02
1.41878378E+00  1.73158650E+00  -1.65889465E+00  +1.02280744E+01  -6.48611168E-01  -3.16231047E-01  -7.87084989E-02  -6.51024374E-03
1.41878378E+00  1.78106040E+00  -2.15568275E+00  +1.01007290E+01  -6.54495049E-01  -3.13059379E-01  -9.53449657E-02  -1.43893411E-03
1.41878378E+00  1.83053430E+00  -2.64388091E+00  +9.94908943E+00  -6.51514926E-01  -3.09502697E-01  -1.10592499E-01  +3.74452777E-03
1.41878378E+00  1.88000820E+00  -3.12294024E+00  +9.77572358E+00  -6.39844298E-01  -3.05716999E-01  -1.24470839E-01  +8.73089312E-03
1.41878378E+00  1.92948210E+00  -3.59270351E+00  +9.58301715E+00  -6.20225978E-01  -3.01810604E-01  -1.37095778E-01  +1.32110177E-02
1.41878378E+00  1.97895600E+00  -4.05331223E+00  +9.37301253E+00  -5.93910489E-01  -2.97790263E-01  -1.48645111E-01  +1.68852464E-02
1.41878378E+00  2.02842990E+00  -4.50508324E+00  +9.14728601E+00  -5.62564228E-01  -2.93548973E-01  -1.59326874E-01  +1.94823239E-02
1.41878378E+00  2.07790380E+00  -4.94836478E+00  +8.90686839E+00  -5.28156720E-01  -2.88903363E-01  -1.69367231E-01  +2.07922503E-02
1.41878378E+00  2.12737770E+00  -5.38338464E+00  +8.65221426E+00  -4.92832588E-01  -2.83652282E-01  -1.79013281E-01  +2.07017756E-02
1.41878378E+00  2.17685160E+00  -5.81010618E+00  +8.38322582E+00  -4.58773790E-01  -2.77612845E-01  -1.88527388E-01  +1.92142135E-02
1.41878378E+00  2.22632550E+00  -6.22811009E+00  +8.09933236E+00  -4.28060851E-01  -2.70613779E-01  -1.98153039E-01  +1.64454507E-02
1.41878378E+00  2.27579940E+00  -6.63651678E+00  +7.79961804E+00  -4.02544283E-01  -2.62469626E-01  -2.08058396E-01  +1.26038867E-02
1.41878378E+00  2.32527330E+00  -7.03395840E+00  +7.48298257E+00  -3.83735618E-01  -2.52980490E-01  -2.18291893E-01  +7.96635283E-03
1.41878378E+00  2.37474720E+00  -7.41860356E+00  +7.14831666E+00  -3.72723060E-01  -2.41976660E-01  -2.28785922E-01  +2.85404542E-03
1.41878378E+00  2.42422110E+00  -7.78823254E+00  +6.79467375E+00  -3.70113965E-01  -2.29378228E-01  -2.39409111E-01  -2.39403673E-03
1.41878378E+00  2.47369500E+00  -8.14035379E+00  +6.42141988E+00  -3.76007187E-01  -2.15218967E-01  -2.50023175E-01  -7.44945244E-03
1.41878378E+00  2.52316890E+00  -8.47234468E+00  +6.02834494E+00  -3.89999071E-01  -1.99618039E-01  -2.60496879E-01  -1.20178481E-02
1.41878378E+00  2.57264280E+00  -8.78159620E+00  +5.61572499E+00  -4.11223152E-01  -1.82734830E-01  -2.70678336E-01  -1.58526203E-02
1.41878378E+00  2.62211670E+00  -9.06564524E+00  +5.18433602E+00  -4.38416031E-01  -1.64750682E-01  -2.80373937E-01  -1.87607313E-02
1.41878378E+00  2.67159060E+00  -9.32228872E+00  +4.73542880E+00  -4.69996303E-01  -1.45881746E-01  -2.89373625E-01  -2.06053121E-02
1.41878378E+00  2.72106450E+00  -9.54968350E+00  +4.27067742E+00  -5.04145014E-01  -1.26391545E-01  -2.97509598E-01  -2.13059917E-02
1.41878378E+00  2.77053840E+00  -9.74643902E+00  +3.79211046E+00  -5.38884553E-01  -1.06578460E-01  -3.04698039E-01  -2.08356082E-02
1.41878378E+00  2.82001230E+00  -9.91170491E+00  +3.30202729E+00  -5.72162763E-01  -8.67459412E-02  -3.10929112E-01  -1.92155318E-02
1.41878378E+00  2.86948620E+00  -1.00452443E+01  +2.80289696E+00  -6.01953410E-01  -6.71803880E-02  -3.16219217E-01  -1.65156291E-02
1.41878378E+00  2.91896010E+00  -1.01474731E+01  +2.29723823E+00  -6.26379009E-01  -4.81477424E-02  -3.20571219E-01  -1.28612042E-02
1.41878378E+00  2.96843400E+00  -1.02194436E+01  +1.78748615E+00  -6.43849257E-01  -2.98959736E-02  -3.23976589E-01  -8.43994341E-03
1.41878378E+00  3.01790790E+00  -1.02627611E+01  +1.27585968E+00  -6.53195025E-01  -1.26441169E-02  -3.26453616E-01  -3.49801623E-03
1.41878378E+00  3.06738180E+00  -1.02794396E+01  +7.64249436E-01  -6.53772735E-01  +3.44653016E-03  -3.28083837E-01  +1.67738738E-03
1.41878378E+00  3.11685570E+00  -1.02717175E+01  +2.54142802E-01  -6.45520072E-01  +1.83046248E-02  -3.29009303E-01  +6.77987835E-03
1.41878378E+00  3.16632960E+00  -1.02418590E+01  -2.53404043E-01  -6.28957412E-01  +3.19651680E-02  -3.29383500E-01  +1.14992571E-02
1.41878378E+00  3.21580350E+00  -1.01919643E+01  -7.57745877E-01  -6.05141779E-01  +4.45619544E-02  -3.29304314E-01  +1.55305883E-02
1.41878378E+00  3.26527740E+00  -1.01238026E+01  -1.25858446E+00  -5.75585734E-01  +5.63035401E-02  -3.28772756E-01  +1.85880104E-02
