theta           phi             x                y                z                Bx               By               Bz
3.24293435E+00  2.32527330E+00  -6.67707035E+00  +7.10331199E+00  -1.51214883E-02  -2.47184950E-01  -2.46851915E-01  +5.47554070E-03
3.24293435E+00  2.37474720E+00  -7.01084890E+00  +6.75541800E+00  -3.75169099E-03  -2.35895269E-01  -2.57900814E-01  +7.54054004E-03
3.24293435E+00  2.42422110E+00  -7.32853732E+00  +6.39362267E+00  +1.11375994E-02  -2.24486200E-01  -2.68078916E-01  +9.19514688E-03
3.24293435E+00  2.47369500E+00  -7.63000382E+00  +6.01883646E+00  +2.86275629E-02  -2.12952667E-01  -2.77483573E-01  +1.03805762E-02
3.24293435E+00  2.52316890E+00  -7.91507726E+00  +5.63183130E+00  +4.76549502E-02  -2.01235214E-01  -2.86183214E-01  +1.10519844E-02
3.24293435E+00  2.57264280E+00  -8.18354810E+00  +5.23328044E+00  +6.70752459E-02  -1.89239531E-01  -2.94236527E-01  +1.11729210E-02
3.24293435E+00  2.62211670E+00  -8.43514835E+00  +4.82377617E+00  +8.57277869E-02  -1.76858829E-01  -3.01718795E-01  +1.07199166E-02
3.24293435E+00  2.67159060E+00  -8.66949893E+00  +4.40383216E+00  +1.02499806E-01  -1.63981665E-01  -3.08721012E-01  +9.69134514E-03
3.24293435E+00  2.72106450E+00  -8.88603843E+00  +3.97389125E+00  +1.16386894E-01  -1.50487106E-01  -3.15314132E-01  +8.11540221E-03
3.24293435E+00  2.77053840E+00  -9.08396330E+00  +3.53435672E+00  +1.26548634E-01  -1.36245154E-01  -3.21507182E-01  +6.05658025E-03
3.24293435E+00  2.82001230E+00  -9.26220637E+00  +3.08565060E+00  +1.32358819E-01  -1.21136057E-01  -3.27237015E-01  +3.62066757E-03
3.24293435E+00  2.86948620E+00  -9.41946582E+00  +2.62828770E+00  +1.33448328E-01  -1.05081871E-01  -3.32399408E-01  +9.55042657E-04
3.24293435E+00  2.91896010E+00  -9.55428040E+00  +2.16294815E+00  +1.29735751E-01  -8.80700560E-02  -3.36894659E-01  -1.76015067E-03
3.24293435E+00  2.96843400E+00  -9.66513717E+00  +1.69053224E+00  +1.21438889E-01  -7.01560265E-02  -3.40651373E-01  -4.33062907E-03
3.24293435E+00  3.01790790E+00  -9.75059327E+00  +1.21218732E+00  +1.09062266E-01  -5.14495624E-02  -3.43615177E-01  -6.57156727E-03
3.24293435E+00  3.06738180E+00  -9.80939369E+00  +7.29302754E-01  +9.33616162E-02  -3.20999380E-02  -3.45720403E-01  -8.32862966E-03
3.24293435E+00  3.11685570E+00  -9.84057105E+00  +2.43475379E-01  +7.52918920E-02  -1.22891256E-02  -3.46876865E-01  -9.49057361E-03
3.24293435E+00  3.16632960E+00  -9.84351915E+00  -2.43548321E-01  +5.59469868E-02  +7.77060144E-03  -3.46990776E-01  -9.99207172E-03
3.24293435E+00  3.21580350E+00  -9.81803723E+00  -7.29945378E-01  +3.64967635E-02  +2.78451423E-02  -3.46008534E-01  -9.81016598E-03
3.24293435E+00  3.26527740E+00  -9.76434427E+00  -1.21389683E+00  +1.81229837E-02  +4.76976121E-02  -3.43949592E-01  -8.96027178E-03
3.24293435E+00  3.31475130E+00  -9.68306336E+00  -1.69366771E+00  +1.95320572E-03  +6.71109170E-02  -3.40901364E-01  -7.49596202E-03
3.24293435E+00  3.36422520E+00  -9.57517535E+00  -2.16767845E+00  -1.10079071E-02  +8.59026268E-02  -3.36979639E-01  -5.51156387E-03
3.24293435E+00  3.41369910E+00  -9.44194223E+00  -2.63455923E+00  -1.99470917E-02  +1.03928190E-01  -3.32284347E-01  -3.14210585E-03
3.24293435E+00  3.46317300E+00  -9.28480411E+00  -3.09317890E+00  -2.43032966E-02  +1.21079579E-01  -3.26882020E-01  -5.55120443E-04
3.24293435E+00  3.51264690E+00  -9.10526066E+00  -3.54264302E+00  -2.38106190E-02  +1.37289801E-01  -3.20823268E-01  +2.06733566E-03
3.24293435E+00  3.56212080E+00  -8.90475487E+00  -3.98226136E+00  -1.85155393E-02  +1.52544035E-01  -3.14173675E-01  +4.55276975E-03
3.24293435E+00  3.61159470E+00  -8.68458051E+00  -4.41149313E+00  -8.76717611E-03  +1.66884329E-01  -3.07024036E-01  +6.75972525E-03
3.24293435E+00  3.66106860E+00  -8.44583237E+00  -4.82988600E+00  +4.81445712E-03  +1.80394626E-01  -2.99465026E-01  +8.58675430E-03
3.24293435E+00  3.71054250E+00  -8.18940619E+00  -5.23702661E+00  +2.13850294E-02  +1.93171324E-01  -2.91546275E-01  +9.96576892E-03
3.24293435E+00  3.76001640E+00  -7.91603521E+00  -5.63251291E+00  +3.99316896E-02  +2.05301906E-01  -2.83255093E-01  +1.08476411E-02
3.24293435E+00  3.80949030E+00  -7.62633419E+00  -6.01594172E+00  +5.93346574E-02  +2.16868229E-01  -2.74530366E-01  +1.11924964E-02
3.24293435E+00  3.85896420E+00  -7.32082235E+00  -6.38689191E+00  +7.84319164E-02  +2.27965730E-01  -2.65294005E-01  +1.09706869E-02
3.24293435E+00  3.90843810E+00  -6.99991709E+00  -6.74488448E+00  +9.60840421E-02  +2.38711293E-01  -2.55468951E-01  +1.01707850E-02
3.24293435E+00  3.95791200E+00  -6.66391615E+00  -7.08931807E+00  +1.11236322E-01  +2.49221356E-01  -2.44970614E-01  +8.80821867E-03
3.24293435E+00  4.00738590E+00  -6.31299600E+00  -7.41939772E+00  +1.22976397E-01  +2.59570950E-01  -2.33689273E-01  +6.93224654E-03
3.24293435E+00  4.05685980E+00  -5.94724557E+00  -7.73408271E+00  +1.30586745E-01  +2.69765220E-01  -2.21492701E-01  +4.63173020E-03
3.24293435E+00  4.10633370E+00  -5.56673509E+00  -8.03207306E+00  +1.33590900E-01  +2.79745802E-01  -2.08258460E-01  +2.03788495E-03
3.24293435E+00  4.15580760E+00  -5.17160561E+00  -8.31184148E+00  +1.31789766E-01  +2.89424099E-01  -1.93915418E-01  -6.80511933E-04
3.24293435E+00  4.20528150E+00  -4.76215936E+00  -8.57170571E+00  +1.25281564E-01  +2.98711918E-01  -1.78465685E-01  -3.33211892E-03
3.24293435E+00  4.25475540E+00  -4.33893335E+00  -8.80992919E+00  +1.14459197E-01  +3.07526217E-01  -1.61976996E-01  -5.72549189E-03
3.24293435E+00  4.30422930E+00  -3.90274421E+00  -9.02483408E+00  +9.99834238E-02  +3.15770153E-01  -1.44559625E-01  -7.69202913E-03
3.24293435E+00  4.35370320E+00  -3.45469950E+00  -9.21491143E+00  +8.27364451E-02  +3.23314523E-01  -1.26349506E-01  -9.10239455E-03
3.24293435E+00  4.40317711E+00  -2.99617690E+00  -9.37891695E+00  +6.37640609E-02  +3.30005136E-01  -1.07507472E-01  -9.87308560E-03
3.24293435E+00  4.45265101E+00  -2.52877680E+00  -9.51594546E+00  +4.42133677E-02  +3.35700423E-01  -8.82263166E-02  -9.96478574E-03
3.24293435E+00  4.50212491E+00  -2.05425584E+00  -9.62548012E+00  +2.52691545E-02  +3.40315647E-01  -6.87293305E-02  -9.37784171E-03
3.24293435E+00  4.55159881E+00  -1.57444858E+00  -9.70741406E+00  +8.08877325E-03  +3.43840942E-01  -4.92524495E-02  -8.15031927E-03
3.24293435E+00  4.60107271E+00  -1.09118489E+00  -9.76204148E+00  -6.26560608E-03  +3.46320254E-01  -3.00173884E-02  -6.35995513E-03
3.24293435E+00  4.65054661E+00  -6.06210814E-01  -9.79001538E+00  -1.68962136E-02  +3.47809271E-01  -1.12099901E-02  -4.12593529E-03
3.24293435E+00  4.70002051E+00  -1.21121637E-01  -9.79227112E+00  -2.31347326E-02  +3.48345759E-01  +7.02848955E-03  -1.60442297E-03
3.24293435E+00  4.74949441E+00  +3.62683542E-01  -9.76992117E+00  -2.45935835E-02  +3.47954243E-01  +2.46011914E-02  +1.02563898E-03
3.24293435E+00  4.79896831E+00  +8.44019014E-01  -9.72413497E+00  -2.11940102E-02  +3.46677044E-01  +4.14554483E-02  +3.58496868E-03
3.24293435E+00  4.84844221E+00  +1.32189972E+00  -9.65602470E+00  -1.31668130E-02  +3.44598130E-01  +5.75848542E-02  +5.91773620E-03
3.24293435E+00  4.89791611E+00  +1.79550465E+00  -9.56656130E+00  -1.02855929E-03  +3.41830107E-01  +7.30267404E-02  +7.90647568E-03
3.24293435E+00  4.94739001E+00  +2.26412973E+00  -9.45653852E+00  +1.44598721E-02  +3.38469288E-01  +8.78497018E-02  +9.47133324E-03
3.24293435E+00  4.99686391E+00  +2.72714524E+00  -9.32658519E+00  +3.23459115E-02  +3.34556014E-01  +1.02137523E-01  +1.05572712E-02
3.24293435E+00  5.04633781E+00  +3.18396609E+00  -9.17720278E+00  +5.15448983E-02  +3.30072655E-01  +1.15982340E-01  +1.11212009E-02
3.24293435E+00  5.09581171E+00  +3.63402964E+00  -9.00879384E+00  +7.09038690E-02  +3.24975172E-01  +1.29490757E-01  +1.11286585E-02
3.24293435E+00  5.14528561E+00  +4.07676639E+00  -8.82165724E+00  +8.92667015E-02  +3.19223255E-01  +1.42790643E-01  +1.05598188E-02
3.24293435E+00  5.19475951E+00  +4.51155196E+00  -8.61595530E+00  +1.05537608E-01  +3.12778908E-01  +1.56021636E-01  +9.41844320E-03
3.24293435E+00  5.24423341E+00  +4.93764248E+00  -8.39168091E+00  +1.18740691E-01  +3.05578451E-01  +1.69305855E-01  +7.73950009E-03
3.24293435E+00  5.29370731E+00  +5.35410926E+00  -8.14865581E+00  +1.28074549E-01  +2.97513066E-01  +1.82714898E-01  +5.59542342E-03
3.24293435E+00  5.34318121E+00  +5.75979243E+00  -7.88657430E+00  +1.32961262E-01  +2.88446542E-01  +1.96255180E-01  +3.10053446E-03
3.24293435E+00  5.39265511E+00  +6.15328825E+00  -7.60508701E+00  +1.33087313E-01  +2.78262627E-01  +2.09879249E-01  +4.09811381E-04
3.24293435E+00  5.44212901E+00  +6.53297510E+00  -7.30390639E+00  +1.28430943E-01  +2.66906850E-01  +2.23509505E-01  -2.29202520E-03
3.24293435E+00  5.49160291E+00  +6.89707479E+00  -6.98291302E+00  +1.19269087E-01  +2.54395068E-01  +2.37052704E-01  -4.81066766E-03
3.24293435E+00  5.54107681E+00  +7.24373945E+00  -6.64224412E+00  +1.06160001E-01  +2.40791314E-01  +2.50395090E-01  -6.96591505E-03
3.24293435E+00  5.59055071E+00  +7.57115129E+00  -6.28235210E+00  +8.99037978E-02  +2.26180424E-01  +2.63387886E-01  -8.61136850E-03
3.24293435E+00  5.64002461E+00  +7.87762284E+00  -5.90402819E+00  +7.14881814E-02  +2.10659649E-01  +2.75844641E-01  -9.64502146E-03
3.24293435E+00  5.68949851E+00  +8.16168799E+00  -5.50839256E+00  +5.20273117E-02  +1.94352506E-01  +2.87565048E-01  -1.00104070E-02
3.24293435E+00  5.73897241E+00  +8.42217720E+00  -5.09685587E+00  +3.26986013E-02  +1.77426407E-01  +2.98377242E-01  -9.69247504E-03
3.24293435E+00  5.78844631E+00  +8.65827186E+00  -4.67105869E+00  +1.46783473E-02  +1.60091643E-01  +3.08171485E-01  -8.71414792E-03
3.24293435E+00  5.83792021E+00  +8.86953311E+00  -4.23279484E+00  -9.24911976E-04  +1.42575858E-01  +3.16902199E-01  -7.13693220E-03
3.24293435E+00  5.88739411E+00  +9.05589975E+00  -3.78392496E+00  -1.31394225E-02  +1.25088459E-01  +3.24560207E-01  -5.06349769E-03
3.24293435E+00  5.93686801E+00  +9.21765091E+00  -3.32628773E+00  -2.11979219E-02  +1.07795372E-01  +3.31140471E-01  -2.63635080E-03
3.24293435E+00  5.98634191E+00  +9.35533278E+00  -2.86161818E+00  -2.45956970E-02  +9.08137693E-02  +3.36633316E-01  -2.76509465E-05
3.24293435E+00  6.03581581E+00  +9.46965694E+00  -2.39148410E+00  -2.31288355E-02  +7.42203389E-02  +3.41046474E-01  +2.58046272E-03
3.24293435E+00  6.08528971E+00  +9.56138642E+00  -1.91725010E+00  -1.69059293E-02  +5.80594602E-02  +3.44435399E-01  +5.02026178E-03
3.24293435E+00  6.13476361E+00  +9.63123297E+00  -1.44007400E+00  -6.33339066E-03  +4.23439342E-02  +3.46906716E-01  +7.15809861E-03
3.24293435E+00  6.18423751E+00  +9.67978953E+00  -9.60931983E-01  +7.91981770E-03  +2.70521466E-02  +3.48581922E-01  +8.90015310E-03
3.24293435E+00  6.23371141E+00  +9.70751078E+00  -4.80660648E-01  +2.49709721E-02  +1.21289060E-02  +3.49547774E-01  +1.01832984E-02
3.24293435E+00  6.28318531E+00  +9.71473221E+00  -2.37942314E-15  +4.37807695E-02  -2.50917061E-03  +3.49834592E-01  +1.09607092E-02
3.44561775E+00  0.00000000E+00  +9.73588094E+00  +0.00000000E+00  +1.28790079E-01  -7.16014662E-03  +3.49291078E-01  +1.08024940E-02
3.44561775E+00  4.94739001E-02  +9.71698436E+00  +4.81129726E-01  +1.47522825E-01  -2.17179254E-02  +3.48747886E-01  +1.20631397E-02
3.44561775E+00  9.89478001E-02  +9.67798325E+00  +9.60752671E-01  +1.67051578E-01  -3.58834290E-02  +3.47548562E-01  +1.27027175E-02
3.44561775E+00  1.48421700E-01  +9.61931055E+00  +1.43829134E+00  +1.86240512E-01  -4.98092883E-02  +3.45686487E-01  +1.26520746E-02
3.44561775E+00  1.97895600E-01  +9.54119273E+00  +1.91320086E+00  +2.03960678E-01  -6.36868922E-02  +3.43158674E-01  +1.18854952E-02
3.44561775E+00  2.47369500E-01  +9.44357262E+00  +2.38489672E+00  +2.19150252E-01  -7.77185560E-02  +3.39961534E-01  +1.04320151E-02
3.44561775E+00  2.96843400E-01  +9.32608811E+00  +2.85267279E+00  +2.30881378E-01  -9.20802865E-02  +3.36058592E-01  +8.37363885E-03
3.44561775E+00  3.46317300E-01  +9.18811670E+00  +3.31562999E+00  +2.38423739E-01  -1.06887317E-01  +3.31355196E-01  +5.83647991E-03
3.44561775E+00  3.95791200E-01  +9.02887064E+00  +3.77263109E+00  +2.41296073E-01  -1.22175407E-01  +3.25711276E-01  +2.98144394E-03
3.44561775E+00  4.45265101E-01  +8.84751876E+00  +4.22228896E+00  +2.39300598E-01  -1.37904420E-01  +3.18989459E-01  -4.88086683E-06
3.44561775E+00  4.94739001E-01  +8.64331302E+00  +4.66298853E+00  +2.32537975E-01  -1.53979004E-01  +3.11105754E-01  -2.92209426E-03
3.44561775E+00  5.44212901E-01  +8.41570338E+00  +5.09293810E+00  +2.21402271E-01  -1.70271055E-01  +3.02049358E-01  -5.57219801E-03
3.44561775E+00  5.93686801E-01  +8.16443021E+00  +5.51024330E+00  +2.06557501E-01  -1.86629183E-01  +2.91864253E-01  -7.77844775E-03
3.44561775E+00  6.43160701E-01  +7.88958827E+00  +5.91299590E+00  +1.88898732E-01  -2.02873938E-01  +2.80614851E-01  -9.40231208E-03
3.44561775E+00  6.92634601E-01  +7.59165918E+00  +6.29936903E+00  +1.69500413E-01  -2.18793477E-01  +2.68367338E-01  -1.03532328E-02
3.44561775E+00  7.42108501E-01  +7.27151110E+00  +6.66770971E+00  +1.49553866E-01  -2.34156876E-01  +2.55201031E-01  -1.05891478E-02
3.44561775E+00  7.91582401E-01  +6.93036665E+00  +7.01661922E+00  +1.30295945E-01  -2.48747563E-01  +2.41235319E-01  -1.01112949E-02
3.44561775E+00  8.41056301E-01  +6.56974233E+00  +7.34501238E+00  +1.12931646E-01  -2.62399852E-01  +2.26642914E-01  -8.95907345E-03
3.44561775E+00  8.90530201E-01  +6.19136526E+00  +7.65214786E+00  +9.85543939E-02  -2.75014940E-01  +2.11631768E-01  -7.20775007E-03
3.44561775E+00  9.40004101E-01  +5.79707562E+00  +7.93762417E+00  +8.80693130E-02  -2.86546311E-01  +1.96404404E-01  -4.96754015E-03
3.44561775E+00  9.89478001E-01  +5.38872577E+00  +8.20134021E+00  +8.21268586E-02  -2.96968845E-01  +1.81121295E-01  -2.38038857E-03
3.44561775E+00  1.03895190E+00  +4.96808897E+00  +8.44342570E+00  +8.10752208E-02  -3.06260435E-01  +1.65890666E-01  +3.89385140E-04
3.44561775E+00  1.08842580E+00  +4.53679014E+00  +8.66415403E+00  +8.49387151E-02  -3.14413153E-01  +1.50785384E-01  +3.17176105E-03
3.44561775E+00  1.13789970E+00  +4.09626903E+00  +8.86385872E+00  +9.34260305E-02  -3.21460173E-01  +1.35866820E-01  +5.80993290E-03
3.44561775E+00  1.18737360E+00  +3.64777855E+00  +9.04287751E+00  +1.05966725E-01  -3.27485188E-01  +1.21192767E-01  +8.17134974E-03
3.44561775E+00  1.23684750E+00  +3.19240866E+00  +9.20153694E+00  +1.21767136E-01  -3.32597026E-01  +1.06802672E-01  +1.01446689E-02
3.44561775E+00  1.28632140E+00  +2.73111560E+00  +9.34016347E+00  +1.39871558E-01  -3.36888941E-01  +9.26923453E-02  +1.16285351E-02
3.44561775E+00  1.33579530E+00  +2.26473885E+00  +9.45908262E+00  +1.59216823E-01  -3.40419252E-01  +7.87962888E-02  +1.25266111E-02
3.44561775E+00  1.38526920E+00  +1.79400513E+00  +9.55857173E+00  +1.78678776E-01  -3.43227661E-01  +6.49878496E-02  +1.27579742E-02
3.44561775E+00  1.43474310E+00  +1.31953694E+00  +9.63876543E+00  +1.97119093E-01  -3.45363519E-01  +5.10954635E-02  +1.22774395E-02
3.44561775E+00  1.48421700E+00  +8.41885171E-01  +9.69955048E+00  +2.13441258E-01  -3.46888829E-01  +3.69267670E-02  +1.10916824E-02
3.44561775E+00  1.53369090E+00  +3.61591229E-01  +9.74049658E+00  +2.26655778E-01  -3.47844622E-01  +2.22941187E-02  +9.26237914E-03
3.44561775E+00  1.58316480E+00  -1.20732990E-01  +9.76085033E+00  +2.35946314E-01  -3.48208100E-01  +7.03983741E-03  +6.89917822E-03
3.44561775E+00  1.63263870E+00  -6.04326922E-01  +9.75959143E+00  +2.40726819E-01  -3.47880361E-01  -8.94012114E-03  +4.15011886E-03
3.44561775E+00  1.68211260E+00  -1.08822186E+00  +9.73553333E+00  +2.40683201E-01  -3.46719649E-01  -2.56796552E-02  +1.19271813E-03
3.44561775E+00  1.73158650E+00  -1.57121005E+00  +9.68744661E+00  +2.35796240E-01  -3.44597804E-01  -4.31402141E-02  -1.77644378E-03
3.44561775E+00  1.78106040E+00  -2.05184560E+00  +9.61418666E+00  +2.26344484E-01  -3.41440813E-01  -6.12227338E-02  -4.55621747E-03
3.44561775E+00  1.83053430E+00  -2.52847544E+00  +9.51481140E+00  +2.12887841E-01  -3.37229524E-01  -7.97840110E-02  -6.95909009E-03
3.44561775E+00  1.88000820E+00  -2.99929555E+00  +9.38867925E+00  +1.96234491E-01  -3.31969299E-01  -9.86464645E-02  -8.82956886E-03
3.44561775E+00  1.92948210E+00  -3.46242620E+00  +9.23552126E+00  +1.77394064E-01  -3.25661127E-01  -1.17600305E-01  -1.00573474E-02
3.44561775E+00  1.97895600E+00  -3.91599796E+00  +9.05548250E+00  +1.57519253E-01  -3.18302666E-01  -1.36408270E-01  -1.05814014E-02
3.44561775E+00  2.02842990E+00  -4.35823999E+00  +8.84913012E+00  +1.37837717E-01  -3.09919197E-01  -1.54823384E-01  -1.03863815E-02
3.44561775E+00  2.07790380E+00  -4.78756077E+00  +8.61742728E+00  +1.19576729E-01  -3.00596414E-01  -1.72618478E-01  -9.49686330E-03
3.44561775E+00  2.12737770E+00  -5.20261188E+00  +8.36167498E+00  +1.03883862E-01  -2.90483822E-01  -1.89613053E-01  -7.97388393E-03
3.44561775E+00  2.17685160E+00  -5.60232640E+00  +8.08342670E+00  +9.17482895E-02  -2.79761328E-01  -2.05681311E-01  -5.91384405E-03
3.44561775E+00  2.22632550E+00  -5.98592590E+00  +7.78438446E+00  +8.39292838E-02  -2.68591086E-01  -2.20738886E-01  -3.44670237E-03
3.44561775E+00  2.27579940E+00  -6.35289452E+00  +7.46628876E+00  +8.09001209E-02  -2.57088057E-01  -2.34724300E-01  -7.29453170E-04
3.44561775E+00  2.32527330E+00  -6.70292543E+00  +7.13081757E+00  +8.28153823E-02  -2.45326942E-01  -2.47595803E-01  +2.06782025E-03
3.44561775E+00  2.37474720E+00  -7.03585284E+00  +6.77951096E+00  +8.95070937E-02  -2.33372651E-01  -2.59346906E-01  +4.78102517E-03
3.44561775E+00  2.42422110E+00  -7.35159058E+00  +6.41373499E+00  +1.00510560E-01  -2.21302060E-01  -2.70020577E-01  +7.26746985E-03
3.44561775E+00  2.47369500E+00  -7.65009716E+00  +6.03468685E+00  +1.15114024E-01  -2.09194410E-01  -2.79700021E-01  +9.40850127E-03
3.44561775E+00  2.52316890E+00  -7.93137050E+00  +5.64342447E+00  +1.32419509E-01  -1.97097136E-01  -2.88478895E-01  +1.11000481E-02
3.44561775E+00  2.57264280E+00  -8.19544947E+00  +5.24089122E+00  +1.51400912E-01  -1.84994582E-01  -2.96438181E-01  +1.22434227E-02
3.44561775E+00  2.62211670E+00  -8.44238648E+00  +4.82791541E+00  +1.70953126E-01  -1.72801870E-01  -3.03651241E-01  +1.27493674E-02
3.44561775E+00  2.67159060E+00  -8.67217178E+00  +4.40518989E+00  +1.89937407E-01  -1.60383694E-01  -3.10207282E-01  +1.25559165E-02
3.44561775E+00  2.72106450E+00  -8.88462541E+00  +3.97325934E+00  +2.07233087E-01  -1.47580387E-01  -3.16220395E-01  +1.16478428E-02
3.44561775E+00  2.77053840E+00  -9.07929734E+00  +3.53254130E+00  +2.21799739E-01  -1.34225793E-01  -3.21802394E-01  +1.00652683E-02
3.44561775E+00  2.82001230E+00  -9.25541328E+00  +3.08338751E+00  +2.32744211E-01  -1.20157756E-01  -3.27012972E-01  +7.89980681E-03
3.44561775E+00  2.86948620E+00  -9.41188078E+00  +2.62617127E+00  +2.39382373E-01  -1.05232845E-01  -3.31825097E-01  +5.28523899E-03
3.44561775E+00  2.91896010E+00  -9.54734938E+00  +2.16137906E+00  +2.41287506E-01  -8.93505433E-02  -3.36133752E-01  +2.38837810E-03
3.44561775E+00  2.96843400E+00  -9.66030828E+00  +1.68968762E+00  +2.38320963E-01  -7.24773604E-02  -3.39802413E-01  -6.00339245E-04
3.44561775E+00  3.01790790E+00  -9.74920441E+00  +1.21201466E+00  +2.30643115E-01  -5.46560706E-02  -3.42713967E-01  -3.47956638E-03
3.44561775E+00  3.06738180E+00  -9.81256543E+00  +7.29538564E-01  +2.18704434E-01  -3.59957700E-02  -3.44792364E-01  -6.05402890E-03
3.44561775E+00  3.11685570E+00  -9.84911581E+00  +2.43686793E-01  +2.03218702E-01  -1.66527705E-02  -3.45986744E-01  -8.15342942E-03
3.44561775E+00  3.16632960E+00  -9.85787699E+00  -2.43903562E-01  +1.85121364E-01  +3.18409808E-03  -3.46240658E-01  -9.64835186E-03
3.44561775E+00  3.21580350E+00  -9.83824444E+00  -7.31447732E-01  +1.65515561E-01  +2.32995017E-02  -3.45480510E-01  -1.04581606E-02
3.44561775E+00  3.26527740E+00  -9.79003557E+00  -1.21709076E+00  +1.45607669E-01  +4.34563438E-02  -3.43639337E-01  -1.05499441E-02
3.44561775E+00  3.31475130E+00  -9.71350405E+00  -1.69899210E+00  +1.26634496E-01  +6.34092113E-02  -3.40699400E-01  -9.93290245E-03
3.44561775E+00  3.36422520E+00  -9.60931847E+00  -2.17540795E+00  +1.09785094E-01  +8.29275331E-02  -3.36718417E-01  -8.65370532E-03
3.44561775E+00  3.41369910E+00  -9.47850600E+00  -2.64476152E+00  +9.61211539E-02  +1.01817812E-01  -3.31815897E-01  -6.79469704E-03
3.44561775E+00  3.46317300E+00  -9.32236558E+00  -3.10569229E+00  +8.65016956E-02  +1.19932450E-01  -3.26127383E-01  -4.47284313E-03
3.44561775E+00  3.51264690E+00  -9.14235997E+00  -3.55707749E+00  +8.15197857E-02  +1.37164036E-01  -3.19760024E-01  -1.83555964E-03
3.44561775E+00  3.56212080E+00  -8.94000084E+00  -3.99802357E+00  +8.14596408E-02  +1.53437210E-01  -3.12781690E-01  +9.50167881E-04
3.44561775E+00  3.61159470E+00  -8.71674566E+00  -4.42783201E+00  +8.62808212E-02  +1.68710025E-01  -3.05247067E-01  +3.71554591E-03
3.44561775E+00  3.66106860E+00  -8.47392666E+00  -4.84595217E+00  +9.56324744E-02  +1.82982030E-01  -2.97230969E-01  +6.30816063E-03
3.44561775E+00  3.71054250E+00  -8.21272634E+00  -5.25193957E+00  +1.08894654E-01  +1.96294587E-01  -2.88832553E-01  +8.60037825E-03
3.44561775E+00  3.76001640E+00  -7.93419441E+00  -5.64543377E+00  +1.25236485E-01  +2.08716457E-01  -2.80142245E-01  +1.04837713E-02
3.44561775E+00  3.80949030E+00  -7.63927741E+00  -6.02615182E+00  +1.43676718E-01  +2.20326861E-01  -2.71198394E-01  +1.18579421E-02
3.44561775E+00  3.85896420E+00  -7.32882507E+00  -6.39387371E+00  +1.63136421E-01  +2.31214210E-01  -2.61968389E-01  +1.26283151E-02
3.44561775E+00  3.90843810E+00  -7.00355876E+00  -6.74839347E+00  +1.82484654E-01  +2.41491336E-01  -2.52364480E-01  +1.27194137E-02
3.44561775E+00  3.95791200E+00  -6.66402224E+00  -7.08943093E+00  +2.00586614E-01  +2.51305534E-01  -2.42273958E-01  +1.20954991E-02
3.44561775E+00  4.00738590E+00  -6.31055329E+00  -7.41652691E+00  +2.16361790E-01  +2.60820175E-01  -2.31576399E-01  +1.07744253E-02
3.44561775E+00  4.05685980E+00  -5.94330408E+00  -7.72895701E+00  +2.28850189E-01  +2.70168472E-01  -2.20141575E-01  +8.82820861E-03
3.44561775E+00  4.10633370E+00  -5.56231109E+00  -8.02568981E+00  +2.37277388E-01  +2.79406676E-01  -2.07826514E-01  +6.37492225E-03
3.44561775E+00  4.15580760E+00  -5.16759551E+00  -8.30539643E+00  +2.41108965E-01  +2.88498132E-01  -1.94492148E-01  +3.56921194E-03
3.44561775E+00  4.20528150E+00  -4.75927005E+00  -8.56650505E+00  +2.40088601E-01  +2.97337871E-01  -1.80038645E-01  +5.93348339E-04
3.44561775E+00  4.25475540E+00  -4.33763260E+00  -8.80728811E+00  +2.34257043E-01  +3.05798725E-01  -1.64437808E-01  -2.35386905E-03
3.44561775E+00  4.30422930E+00  -3.90323498E+00  -9.02596896E+00  +2.23951000E-01  +3.13766591E-01  -1.47741607E-01  -5.07248739E-03
3.44561775E+00  4.35370320E+00  -3.45692059E+00  -9.22083585E+00  +2.09783162E-01  +3.21143814E-01  -1.30065174E-01  -7.38001278E-03
3.44561775E+00  4.40317711E+00  -2.99983026E+00  -9.39035306E+00  +1.92606140E-01  +3.27827140E-01  -1.11561036E-01  -9.12919678E-03
3.44561775E+00  4.45265101E+00  -2.53337806E+00  -9.53326027E+00  +1.73463187E-01  +3.33688863E-01  -9.24033697E-02  -1.02195666E-02
3.44561775E+00  4.50212491E+00  -2.05920119E+00  -9.64865222E+00  +1.53527709E-01  +3.38587360E-01  -7.27873178E-02  -1.05996801E-02
3.44561775E+00  4.55159881E+00  -1.57908997E+00  -9.73603102E+00  +1.34033498E-01  +3.42406870E-01  -5.29323036E-02  -1.02625986E-02
3.44561775E+00  4.60107271E+00  -1.09490534E+00  -9.79532560E+00  +1.16198287E-01  +3.45098801E-01  -3.30744231E-02  -9.24036472E-03
3.44561775E+00  4.65054661E+00  -6.08493194E-01  -9.82687472E+00  +1.01144144E-01  +3.46692363E-01  -1.34443225E-02  -7.60114336E-03
3.44561775E+00  4.70002051E+00  -1.21605297E-01  -9.83137337E+00  +8.98196139E-02  +3.47265074E-01  +5.75834798E-03  -5.44828433E-03
3.44561775E+00  4.74949441E+00  +3.64163457E-01  -9.80978693E+00  +8.29306135E-02  +3.46895339E-01  +2.43795320E-02  -2.91789296E-03
3.44561775E+00  4.79896831E+00  +8.47413510E-01  -9.76324373E+00  +8.08884286E-02  +3.45634193E-01  +4.23104583E-02  -1.70939384E-04
